2014-06-12 17:31:27,728 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: de.tu-berlin.av.intercloud:gateway:0.0.1-SNAPSHOT @ /home/xgerade/intercloud/gateway/pom.xml.
2014-06-12 17:31:27,776 [Worker-1] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of gateway
2014-06-12 17:31:27,777 [Worker-1] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for gateway
2014-06-12 17:31:39,054 [Worker-5] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2014-06-12 17:31:39,091 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: de.tu-berlin.av.intercloud:gateway:0.0.1-SNAPSHOT @ /home/xgerade/intercloud/gateway/pom.xml.
2014-06-12 17:31:39,167 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /gateway/src/main/java
2014-06-12 17:31:39,168 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /gateway/src/main/resources
2014-06-12 17:31:39,168 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /gateway/src/test/java
2014-06-12 17:31:40,385 [Worker-5] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for gateway
2014-06-12 17:31:40,388 [Worker-5] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2014-06-12 17:31:40,648 [Worker-6] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: de.tu-berlin.av.intercloud:gateway:0.0.1-SNAPSHOT @ /home/xgerade/intercloud/gateway/pom.xml.
2014-06-12 17:32:53,813 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: de.tu-berlin.av.intercloud:gateway:0.0.1-SNAPSHOT @ /home/xgerade/intercloud/gateway/pom.xml.
2014-06-12 17:32:53,888 [Worker-2] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-06-12 17:32:54,138 [New I/O client worker #1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/igniterealtime/smack/smack-core/4.0.0-rc1/smack-core-4.0.0-rc1.pom
2014-06-12 17:32:54,143 [New I/O client worker #1-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/igniterealtime/smack/smack-core/4.0.0-rc1/smack-core-4.0.0-rc1.pom
2014-06-12 17:32:54,179 [Worker-2] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-06-12 17:32:54,215 [New I/O client worker #2-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/xpp3/xpp3/1.1.4c/xpp3-1.1.4c.pom
2014-06-12 17:32:54,216 [New I/O client worker #2-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/xpp3/xpp3/1.1.4c/xpp3-1.1.4c.pom
2014-06-12 17:32:54,240 [Worker-2] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-06-12 17:32:54,277 [New I/O client worker #3-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/xpp3/xpp3/1.1.4c/xpp3-1.1.4c.jar
2014-06-12 17:32:54,277 [New I/O client worker #3-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://repo.maven.apache.org/maven2/org/igniterealtime/smack/smack-core/4.0.0-rc1/smack-core-4.0.0-rc1.jar
2014-06-12 17:32:54,334 [New I/O client worker #3-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/xpp3/xpp3/1.1.4c/xpp3-1.1.4c.jar
2014-06-12 17:32:54,397 [New I/O client worker #3-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repo.maven.apache.org/maven2/org/igniterealtime/smack/smack-core/4.0.0-rc1/smack-core-4.0.0-rc1.jar
2014-06-12 17:32:54,607 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:32:54,615 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-06-12 17:32:54,619 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2014-06-12 17:32:54,619 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory /home/xgerade/intercloud/gateway/src/test/resources
